"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","hindfoot_length_cm"
9694,10,21,1984,2,"DO","M",34,49,3.4
9695,10,21,1984,5,"OL","M",18,16,1.8
9696,10,21,1984,8,"DM","F",35,35,3.5
9697,10,21,1984,5,"OL","F",20,15,2
9698,10,21,1984,1,"DM","M",35,42,3.5
9699,10,21,1984,3,"OL","M",20,38,2
9700,10,21,1984,5,"DM","F",37,30,3.7
9701,10,21,1984,4,"DM","M",33,44,3.3
9702,10,21,1984,1,"DM","F",36,38,3.6
9703,10,21,1984,2,"NL","M",30,126,3
9704,10,21,1984,3,"OL","F",20,36,2
9705,10,21,1984,13,"DM","F",36,37,3.6
9706,10,21,1984,3,"OL","F",20,16,2
9707,10,21,1984,11,"DM","F",35,39,3.5
9708,10,21,1984,9,"DM","M",34,42,3.4
9709,10,21,1984,7,"RM","M",16,9,1.6
9710,10,21,1984,4,"DM","F",NA,NA,NA
9711,10,21,1984,13,"DM","M",34,40,3.4
9712,10,21,1984,3,"OL","F",20,21,2
9713,10,21,1984,10,"","",NA,NA,NA
9714,10,21,1984,15,"","",NA,NA,NA
9715,12,30,1984,20,"DM","M",35,48,3.5
9716,12,30,1984,18,"OL","M",20,45,2
9717,12,30,1984,6,"DO","M",35,61,3.5
9718,12,30,1984,12,"DM","F",35,45,3.5
9719,12,30,1984,12,"DM","M",34,46,3.4
9720,12,30,1984,12,"DO","M",35,54,3.5
9721,12,30,1984,6,"DM","F",35,46,3.5
9722,12,30,1984,17,"DM","M",32,41,3.2
9723,12,30,1984,12,"DM","F",34,45,3.4
9724,12,30,1984,12,"DM","F",35,44,3.5
9725,12,30,1984,14,"OL","M",21,46,2.1
9726,12,30,1984,20,"DO","M",33,50,3.3
9727,12,30,1984,24,"DM","M",37,49,3.7
9728,12,30,1984,14,"DM","M",36,51,3.6
9729,12,30,1984,21,"PH","F",25,32,2.5
9730,12,30,1984,18,"DM","M",35,51,3.5
9731,12,30,1984,23,"RM","M",16,17,1.6
9732,12,30,1984,12,"DM","F",36,46,3.6
9733,12,30,1984,24,"DM","M",35,40,3.5
9734,12,30,1984,21,"RM","M",15,16,1.5
9735,12,30,1984,16,"DM","M",33,47,3.3
9736,12,30,1984,12,"DM","M",37,54,3.7
9737,12,30,1984,17,"DO","M",34,64,3.4
9738,12,30,1984,6,"DO","F",34,60,3.4
9739,12,30,1984,16,"DM","F",37,46,3.7
9740,12,30,1984,17,"DM","M",37,52,3.7
9741,12,30,1984,6,"DO","F",34,51,3.4
9742,12,30,1984,21,"RM","F",16,16,1.6
9743,12,30,1984,12,"OL","M",19,34,1.9
9744,12,30,1984,23,"RM","F",16,20,1.6
9745,12,30,1984,12,"OL","F",NA,NA,NA
9746,12,30,1984,7,"","",NA,NA,NA
9747,12,30,1984,10,"","",NA,NA,NA
9748,12,30,1984,15,"","",NA,NA,NA
9749,12,30,1984,19,"","",NA,NA,NA
9750,12,30,1984,22,"","",NA,NA,NA
9751,12,31,1984,3,"OT","M",21,28,2.1
9752,12,31,1984,5,"DM","F",34,30,3.4
9753,12,31,1984,4,"DM","F",36,33,3.6
9754,12,31,1984,2,"DO","F",34,51,3.4
9755,12,31,1984,5,"DM","F",35,27,3.5
9756,12,31,1984,4,"DO","M",34,38,3.4
9757,12,31,1984,9,"DO","M",34,42,3.4
9758,12,31,1984,1,"DO","M",35,56,3.5
9759,12,31,1984,4,"DM","M",34,35,3.4
9760,12,31,1984,8,"DS","M",52,142,5.2
9761,12,31,1984,5,"DM","F",34,32,3.4
9762,12,31,1984,2,"DM","F",36,36,3.6
9763,12,31,1984,9,"DM","M",37,38,3.7
9764,12,31,1984,13,"DM","M",34,33,3.4
9765,12,31,1984,3,"OT","F",19,21,1.9
9766,12,31,1984,5,"DM","M",37,46,3.7
9767,12,31,1984,2,"DM","F",37,34,3.7
9768,12,31,1984,5,"OT","F",24,25,2.4
9769,12,31,1984,4,"DM","F",35,33,3.5
9770,12,31,1984,5,"DM","M",36,32,3.6
9771,12,31,1984,8,"DO","F",35,40,3.5
9772,12,31,1984,13,"DM","F",35,30,3.5
9773,12,31,1984,11,"OT","M",19,19,1.9
9774,12,31,1984,11,"PM","F",19,14,1.9
9775,12,31,1984,9,"DO","F",36,35,3.6
9776,12,31,1984,8,"DM","M",35,35,3.5
9777,12,31,1984,2,"PE","M",19,20,1.9
9778,12,31,1984,5,"DO","F",32,33,3.2
9779,12,31,1984,13,"DM","M",37,33,3.7
9780,12,31,1984,2,"PE","F",20,20,2
9781,12,31,1984,4,"DM","M",35,44,3.5
9782,12,31,1984,11,"OT","F",19,16,1.9
9783,12,31,1984,11,"DM","F",34,34,3.4
9784,12,31,1984,1,"DM","F",36,45,3.6
9785,12,31,1984,2,"DO","M",33,45,3.3
9786,12,31,1984,5,"DM","F",35,33,3.5
9787,12,31,1984,1,"DM","M",36,51,3.6
9788,12,31,1984,11,"DM","M",36,35,3.6
9789,12,31,1984,2,"OT","M",20,21,2
9790,1,19,1985,16,"RM","F",16,4,1.6
9791,1,19,1985,17,"OT","F",20,16,2
9792,1,19,1985,6,"DO","M",35,48,3.5
9793,1,19,1985,12,"DO","F",35,40,3.5
9794,1,19,1985,24,"RM","M",16,4,1.6
9795,1,19,1985,12,"DO","M",34,48,3.4
9796,1,19,1985,6,"DM","F",37,35,3.7
9797,1,19,1985,14,"DM","M",36,45,3.6
9798,1,19,1985,6,"DM","F",36,38,3.6
9799,1,19,1985,19,"RM","M",16,4,1.6
9800,1,19,1985,6,"DM","M",36,45,3.6
9801,1,19,1985,12,"PE","M",19,12,1.9
9802,1,19,1985,21,"RM","M",16,5,1.6
9803,1,19,1985,6,"DM","F",35,32,3.5
9804,1,19,1985,12,"DM","F",35,30,3.5
9805,1,19,1985,12,"DO","M",34,41,3.4
9806,1,19,1985,20,"DM","M",34,37,3.4
9807,1,19,1985,12,"DM","F",37,33,3.7
9808,1,19,1985,6,"OL","M",19,32,1.9
9809,1,19,1985,12,"OT","M",19,20,1.9
9810,1,19,1985,17,"OT","M",19,18,1.9
9811,1,19,1985,18,"OL","M",20,19,2
9812,1,19,1985,19,"PM","M",20,7,2
9813,1,19,1985,20,"DO","M",34,30,3.4
9814,1,19,1985,6,"DM","M",37,37,3.7
9815,1,19,1985,12,"DO","F",36,48,3.6
9816,1,19,1985,18,"DM","M",36,39,3.6
9817,1,19,1985,6,"DO","F",36,44,3.6
9818,1,19,1985,12,"DM","M",37,30,3.7
9819,1,19,1985,14,"OL","F",20,45,2
9820,1,19,1985,18,"DM","M",37,43,3.7
9821,1,19,1985,24,"DM","M",36,39,3.6
9822,1,19,1985,17,"DO","F",35,51,3.5
9823,1,19,1985,23,"RM","M",16,4,1.6
9824,1,19,1985,6,"DO","M",35,44,3.5
9825,1,19,1985,12,"DM","M",37,35,3.7
9826,1,19,1985,20,"DO","M",33,41,3.3
9827,1,19,1985,18,"DM","F",36,37,3.6
9828,1,19,1985,14,"AB","",NA,NA,NA
9829,1,19,1985,16,"DM","M",36,41,3.6
9830,1,19,1985,16,"DM","F",35,35,3.5
9831,1,19,1985,24,"DM","M",35,37,3.5
9832,1,19,1985,12,"DM","F",35,36,3.5
9833,1,19,1985,14,"PM","F",21,22,2.1
9834,1,19,1985,6,"OT","M",20,23,2
9835,1,19,1985,16,"DM","F",34,34,3.4
9836,1,19,1985,18,"DM","M",35,38,3.5
9837,1,19,1985,6,"OL","F",21,31,2.1
9838,1,19,1985,6,"DO","M",35,43,3.5
9839,1,19,1985,14,"OL","M",21,32,2.1
9840,1,19,1985,18,"DO","M",35,55,3.5
9841,1,19,1985,16,"DM","M",35,39,3.5
9842,1,19,1985,6,"DM","F",33,27,3.3
9843,1,19,1985,14,"DM","M",36,39,3.6
9844,1,19,1985,6,"OT","F",20,20,2
9845,1,19,1985,18,"OL","M",20,31,2
9846,1,19,1985,6,"DO","F",33,34,3.3
9847,1,19,1985,17,"DM","M",47,40,4.7
9848,1,19,1985,18,"OT","F",20,20,2
9849,1,19,1985,6,"DO","F",33,39,3.3
9850,1,19,1985,16,"DM","M",35,36,3.5
9851,1,19,1985,24,"DM","M",36,35,3.6
9852,1,19,1985,6,"DO","F",33,39,3.3
9853,1,19,1985,17,"RM","M",16,4,1.6
9854,1,19,1985,24,"DM","F",35,34,3.5
9855,1,19,1985,6,"DM","M",37,37,3.7
9856,1,19,1985,21,"RM","F",16,8,1.6
9857,1,19,1985,6,"OT","M",21,22,2.1
9858,1,19,1985,12,"DM","F",35,36,3.5
9859,1,19,1985,22,"","",NA,NA,NA
9860,1,20,1985,11,"PM","F",20,16,2
9861,1,20,1985,10,"AB","",NA,NA,NA
9862,1,20,1985,13,"AH","",NA,NA,NA
9863,1,20,1985,1,"DM","F",37,40,3.7
9864,1,20,1985,3,"PE","M",18,16,1.8
9865,1,20,1985,4,"DM","F",34,33,3.4
9866,1,20,1985,1,"DO","M",36,48,3.6
9867,1,20,1985,4,"DM","M",36,36,3.6
9868,1,20,1985,5,"DM","F",35,33,3.5
9869,1,20,1985,1,"DM","M",34,37,3.4
9870,1,20,1985,5,"DM","F",36,34,3.6
9871,1,20,1985,15,"RM","M",16,5,1.6
9872,1,20,1985,1,"DM","M",36,38,3.6
9873,1,20,1985,2,"DM","F",35,30,3.5
9874,1,20,1985,4,"DO","M",34,37,3.4
9875,1,20,1985,5,"DM","F",33,25,3.3
9876,1,20,1985,13,"DM","M",35,32,3.5
9877,1,20,1985,4,"DM","F",37,33,3.7
9878,1,20,1985,5,"DM","M",35,47,3.5
9879,1,20,1985,9,"DM","",NA,NA,NA
9880,1,20,1985,2,"DM","M",37,44,3.7
9881,1,20,1985,8,"DO","F",34,41,3.4
9882,1,20,1985,15,"AH","",NA,NA,NA
9883,1,20,1985,3,"PE","F",20,20,2
9884,1,20,1985,5,"DM","M",35,30,3.5
9885,1,20,1985,8,"DO","M",35,43,3.5
9886,1,20,1985,9,"DM","M",36,38,3.6
9887,1,20,1985,11,"DM","M",37,39,3.7
9888,1,20,1985,9,"DO","F",36,55,3.6
9889,1,20,1985,1,"DO","F",35,39,3.5
9890,1,20,1985,9,"DO","M",36,48,3.6
9891,1,20,1985,1,"AH","",NA,NA,NA
9892,1,20,1985,2,"DS","F",48,106,4.8
9893,1,20,1985,1,"DM","F",37,30,3.7
9894,1,20,1985,2,"DM","F",35,33,3.5
9895,1,20,1985,9,"AB","",NA,NA,NA
9896,1,20,1985,5,"OL","F",20,31,2
9897,1,20,1985,1,"DM","F",35,36,3.5
9898,1,20,1985,13,"DM","F",35,30,3.5
9899,1,20,1985,9,"DO","M",36,50,3.6
9900,1,20,1985,1,"DM","M",36,39,3.6
9901,1,20,1985,2,"DM","M",37,35,3.7
9902,1,20,1985,5,"DM","M",36,41,3.6
9903,1,20,1985,5,"OL","M",20,31,2
9904,1,20,1985,3,"DM","M",37,42,3.7
9905,1,20,1985,1,"DO","M",36,48,3.6
9906,1,20,1985,4,"DM","M",35,44,3.5
9907,1,20,1985,2,"DO","F",35,48,3.5
9908,1,20,1985,1,"DM","F",35,38,3.5
9909,1,20,1985,15,"RM","F",15,4,1.5
9910,1,20,1985,9,"DO","M",36,52,3.6
9911,1,20,1985,13,"DM","M",35,30,3.5
9912,1,20,1985,1,"DS","M",47,147,4.7
9913,1,20,1985,2,"DO","M",34,44,3.4
9914,1,20,1985,9,"DO","F",35,32,3.5
9915,1,20,1985,3,"RM","F",16,7,1.6
9916,1,20,1985,1,"DM","F",37,40,3.7
9917,1,20,1985,1,"DM","M",35,37,3.5
9918,1,20,1985,11,"DM","F",35,43,3.5
9919,1,20,1985,8,"DM","M",35,36,3.5
9920,1,20,1985,2,"DM","F",36,36,3.6
9921,1,20,1985,5,"DM","F",35,31,3.5
9922,1,20,1985,5,"DO","F",32,33,3.2
9923,1,20,1985,9,"DM","F",34,33,3.4
9924,1,20,1985,7,"RM","",NA,NA,NA
9925,2,16,1985,6,"DM","F",35,33,3.5
9926,2,16,1985,21,"RM","M",16,5,1.6
9927,2,16,1985,17,"DM","M",36,36,3.6
9928,2,16,1985,6,"OL","F",19,31,1.9
9929,2,16,1985,16,"DM","M",37,37,3.7
9930,2,16,1985,6,"DM","M",35,38,3.5
9931,2,16,1985,6,"DM","F",36,33,3.6
9932,2,16,1985,12,"OL","F",20,30,2
9933,2,16,1985,12,"PE","M",19,40,1.9
9934,2,16,1985,12,"OL","M",21,45,2.1
9935,2,16,1985,16,"DM","F",35,40,3.5
9936,2,16,1985,12,"DO","F",35,40,3.5
9937,2,16,1985,21,"RM","M",16,4,1.6
9938,2,16,1985,6,"DM","F",36,39,3.6
9939,2,16,1985,20,"AH","",NA,NA,NA
9940,2,16,1985,12,"DM","M",35,38,3.5
9941,2,16,1985,12,"AB","",NA,NA,NA
9942,2,16,1985,12,"DO","M",34,41,3.4
9943,2,16,1985,6,"DO","M",35,52,3.5
9944,2,16,1985,22,"DM","M",34,43,3.4
9945,2,16,1985,20,"DO","M",32,43,3.2
9946,2,16,1985,6,"DM","F",33,30,3.3
9947,2,16,1985,21,"OL","M",21,36,2.1
9948,2,16,1985,6,"DM","M",36,49,3.6
9949,2,16,1985,24,"RM","M",16,6,1.6
9950,2,16,1985,16,"RM","M",16,5,1.6
9951,2,16,1985,24,"DM","M",37,41,3.7
9952,2,16,1985,14,"DM","M",37,42,3.7
9953,2,16,1985,6,"OL","M",21,32,2.1
9954,2,16,1985,12,"DM","F",36,41,3.6
9955,2,16,1985,12,"DM","F",35,38,3.5
9956,2,16,1985,22,"DM","F",37,33,3.7
9957,2,16,1985,12,"DO","F",36,47,3.6
9958,2,16,1985,18,"DM","M",34,40,3.4
9959,2,16,1985,24,"DM","M",36,38,3.6
9960,2,16,1985,6,"DO","F",36,53,3.6
9961,2,16,1985,14,"OL","F",20,34,2
9962,2,16,1985,19,"PF","M",15,NA,1.5
9963,2,16,1985,6,"DO","F",33,40,3.3
9964,2,16,1985,20,"PE","F",NA,NA,NA
9965,2,16,1985,17,"DM","M",36,42,3.6
9966,2,16,1985,14,"OL","M",22,35,2.2
9967,2,16,1985,16,"RM","F",15,5,1.5
9968,2,16,1985,6,"DO","F",33,42,3.3
9969,2,16,1985,6,"DO","M",34,47,3.4
9970,2,16,1985,12,"DM","M",37,45,3.7
9971,2,16,1985,16,"DM","M",35,42,3.5
9972,2,16,1985,6,"DO","M",37,43,3.7
9973,2,16,1985,16,"DM","M",36,41,3.6
9974,2,16,1985,6,"DM","M",47,39,4.7
9975,2,16,1985,6,"PE","F",20,23,2
9976,2,16,1985,23,"","",NA,NA,NA
9977,2,17,1985,4,"DO","M",34,43,3.4
9978,2,17,1985,5,"DM","F",35,27,3.5
9979,2,17,1985,1,"DM","",34,42,3.4
9980,2,17,1985,2,"DM","F",35,37,3.5
9981,2,17,1985,9,"DS","F",48,120,4.8
9982,2,17,1985,4,"DM","M",34,36,3.4
9983,2,17,1985,9,"DS","M",48,81,4.8
9984,2,17,1985,2,"DM","M",36,39,3.6
9985,2,17,1985,9,"DM","M",35,40,3.5
9986,2,17,1985,13,"DM","M",37,33,3.7
9987,2,17,1985,3,"DM","M",34,44,3.4
9988,2,17,1985,5,"DM","F",35,36,3.5
9989,2,17,1985,13,"DM","F",35,39,3.5
9990,2,17,1985,2,"OL","F",19,26,1.9
9991,2,17,1985,3,"NL","F",31,141,3.1
9992,2,17,1985,1,"DM","F",35,36,3.5
9993,2,17,1985,8,"DO","M",35,45,3.5
9994,2,17,1985,4,"DM","F",36,33,3.6
9995,2,17,1985,5,"OL","M",17,NA,1.7
9996,2,17,1985,8,"DS","M",50,150,5
9997,2,17,1985,4,"DM","F",34,35,3.4
9998,2,17,1985,5,"DM","M",36,44,3.6
9999,2,17,1985,2,"PE","M",18,16,1.8
10000,2,17,1985,3,"RM","M",15,5,1.5
10001,2,17,1985,2,"DM","F",35,39,3.5
10002,2,17,1985,9,"DO","M",35,51,3.5
10003,2,17,1985,5,"DM","F",35,33,3.5
10004,2,17,1985,2,"DM","F",34,37,3.4
10005,2,17,1985,11,"DM","M",37,41,3.7
10006,2,17,1985,2,"DM","F",35,42,3.5
10007,2,17,1985,2,"PM","M",20,19,2
10008,2,17,1985,4,"DM","F",36,36,3.6
10009,2,17,1985,11,"OT","M",20,19,2
10010,2,17,1985,1,"DO","M",36,51,3.6
10011,2,17,1985,13,"DM","F",35,33,3.5
10012,2,17,1985,9,"DO","F",34,36,3.4
10013,2,17,1985,1,"DO","M",35,46,3.5
10014,2,17,1985,4,"OL","F",20,36,2
10015,2,17,1985,5,"DO","F",32,35,3.2
10016,2,17,1985,15,"DM","F",33,32,3.3
10017,2,17,1985,13,"DM","M",35,33,3.5
10018,2,17,1985,2,"PE","F",20,18,2
10019,2,17,1985,7,"RM","F",17,11,1.7
10020,2,17,1985,1,"DM","F",36,34,3.6
10021,2,17,1985,2,"DM","M",35,44,3.5
10022,2,17,1985,5,"OL","F",19,29,1.9
10023,2,17,1985,9,"OT","F",19,10,1.9
10024,2,17,1985,1,"DO","F",34,59,3.4
10025,2,17,1985,10,"RM","F",16,7,1.6
10026,2,17,1985,5,"DM","M",37,49,3.7
10027,2,17,1985,8,"DM","M",36,41,3.6
10028,2,17,1985,13,"DM","M",34,38,3.4
10029,2,17,1985,11,"OL","M",19,33,1.9
10030,2,17,1985,9,"OL","F",20,43,2
10031,2,17,1985,2,"DM","F",36,37,3.6
10032,2,17,1985,11,"DM","F",35,32,3.5
10033,3,16,1985,12,"DO","M",35,50,3.5
10034,3,16,1985,21,"DM","F",36,40,3.6
10035,3,16,1985,6,"DM","M",34,43,3.4
10036,3,16,1985,6,"DM","M",33,37,3.3
10037,3,16,1985,21,"DM","F",36,43,3.6
10038,3,16,1985,6,"DM","F",37,41,3.7
10039,3,16,1985,6,"DM","F",35,33,3.5
10040,3,16,1985,24,"PE","M",18,17,1.8
10041,3,16,1985,6,"DM","M",35,46,3.5
10042,3,16,1985,14,"DM","F",36,42,3.6
10043,3,16,1985,16,"OL","F",20,34,2
10044,3,16,1985,6,"OL","F",21,NA,2.1
10045,3,16,1985,6,"OL","M",21,31,2.1
10046,3,16,1985,6,"DM","M",36,50,3.6
10047,3,16,1985,16,"DM","F",34,35,3.4
10048,3,16,1985,18,"OL","F",20,35,2
10049,3,16,1985,22,"OL","F",20,44,2
10050,3,16,1985,12,"DM","M",36,47,3.6
10051,3,16,1985,12,"OT","M",18,20,1.8
10052,3,16,1985,16,"DM","M",36,44,3.6
10053,3,16,1985,19,"PM","F",19,14,1.9
10054,3,16,1985,22,"OT","M",16,17,1.6
10055,3,16,1985,20,"DO","M",34,43,3.4
10056,3,16,1985,18,"DM","F",33,34,3.3
10057,3,16,1985,12,"DO","F",37,54,3.7
10058,3,16,1985,12,"OL","M",20,38,2
10059,3,16,1985,24,"DM","F",36,39,3.6
10060,3,16,1985,12,"DM","M",36,43,3.6
10061,3,16,1985,18,"DM","M",35,43,3.5
10062,3,16,1985,12,"DM","F",37,38,3.7
10063,3,16,1985,24,"DM","M",35,40,3.5
10064,3,16,1985,6,"DO","F",34,42,3.4
10065,3,16,1985,12,"DM","F",36,40,3.6
10066,3,16,1985,24,"DM","",NA,NA,NA
10067,3,16,1985,19,"RM","M",6,16,0.6
10068,3,16,1985,14,"OL","F",20,34,2
10069,3,16,1985,21,"DM","M",36,43,3.6
10070,3,16,1985,6,"DO","M",36,47,3.6
10071,3,16,1985,22,"OT","M",19,22,1.9
10072,3,16,1985,6,"DO","F",37,45,3.7
10073,3,16,1985,14,"DM","M",35,47,3.5
10074,3,16,1985,16,"OT","M",19,21,1.9
10075,3,16,1985,18,"PM","F",20,21,2
10076,3,16,1985,17,"DO","M",31,20,3.1
10077,3,16,1985,6,"DO","M",36,46,3.6
10078,3,16,1985,24,"SS","",NA,NA,NA
10079,3,16,1985,21,"RM","M",16,5,1.6
10080,3,16,1985,6,"DM","M",35,45,3.5
10081,3,16,1985,6,"DM","F",32,33,3.2
10082,3,16,1985,6,"PE","M",20,15,2
10083,3,16,1985,17,"DM","F",36,42,3.6
10084,3,16,1985,23,"","",NA,NA,NA
10085,3,17,1985,3,"NL","F",31,153,3.1
10086,3,17,1985,4,"DO","M",33,40,3.3
10087,3,17,1985,3,"PE","F",20,26,2
10088,3,17,1985,9,"DS","F",48,125,4.8
10089,3,17,1985,8,"DO","M",35,48,3.5
10090,3,17,1985,15,"PM","M",20,16,2
10091,3,17,1985,2,"OL","M",19,32,1.9
10092,3,17,1985,2,"DM","F",35,38,3.5
10093,3,17,1985,5,"DM","M",36,49,3.6
10094,3,17,1985,2,"DO","F",32,12,3.2
10095,3,17,1985,3,"DM","M",36,48,3.6
10096,3,17,1985,5,"DM","M",36,42,3.6
10097,3,17,1985,3,"PE","M",19,18,1.9
10098,3,17,1985,5,"OL","F",20,15,2
10099,3,17,1985,8,"DS","M",49,154,4.9
10100,3,17,1985,4,"DM","F",35,33,3.5
10101,3,17,1985,3,"PM","M",18,11,1.8
10102,3,17,1985,2,"DO","F",37,41,3.7
10103,3,17,1985,4,"DO","F",36,45,3.6
10104,3,17,1985,8,"DO","F",35,37,3.5
10105,3,17,1985,9,"DS","M",47,96,4.7
10106,3,17,1985,1,"DS","F",47,104,4.7
10107,3,17,1985,13,"DM","M",36,39,3.6
10108,3,17,1985,2,"OL","F",20,33,2
10109,3,17,1985,2,"DM","F",36,43,3.6
10110,3,17,1985,5,"DM","F",37,41,3.7
10111,3,17,1985,15,"DM","F",39,43,3.9
10112,3,17,1985,13,"DM","F",36,40,3.6
10113,3,17,1985,11,"RM","F",16,5,1.6
10114,3,17,1985,2,"DM","F",35,39,3.5
10115,3,17,1985,4,"DM","F",37,40,3.7
10116,3,17,1985,9,"DM","F",34,43,3.4
10117,3,17,1985,9,"DM","F",35,42,3.5
10118,3,17,1985,5,"OL","M",21,27,2.1
10119,3,17,1985,10,"RM","M",16,4,1.6
10120,3,17,1985,1,"DO","F",34,49,3.4
10121,3,17,1985,9,"DM","M",36,40,3.6
10122,3,17,1985,8,"DM","F",35,50,3.5
10123,3,17,1985,2,"DO","M",33,46,3.3
10124,3,17,1985,1,"DM","F",33,37,3.3
10125,3,17,1985,4,"DM","F",36,39,3.6
10126,3,17,1985,11,"OL","M",20,24,2
10127,3,17,1985,1,"DO","M",35,37,3.5
10128,3,17,1985,8,"DM","M",36,43,3.6
10129,3,17,1985,1,"DO","M",38,37,3.8
10130,3,17,1985,11,"DM","M",37,43,3.7
10131,3,17,1985,1,"DM","M",35,41,3.5
10132,3,17,1985,5,"OL","F",20,28,2
10133,3,17,1985,7,"RM","F",16,9,1.6
10134,3,17,1985,1,"DM","M",37,40,3.7
10135,3,17,1985,4,"OL","F",21,26,2.1
10136,4,20,1985,14,"DM","M",36,52,3.6
10137,4,20,1985,17,"DM","M",36,47,3.6
10138,4,20,1985,18,"DM","M",37,51,3.7
10139,4,20,1985,6,"DO","F",47,50,4.7
10140,4,20,1985,12,"DO","M",37,53,3.7
10141,4,20,1985,20,"DS","M",52,145,5.2
10142,4,20,1985,14,"DM","M",37,48,3.7
10143,4,20,1985,16,"DO","M",33,46,3.3
10144,4,20,1985,6,"DM","F",37,47,3.7
10145,4,20,1985,20,"OL","F",19,30,1.9
10146,4,20,1985,14,"DM","M",35,48,3.5
10147,4,20,1985,6,"DM","M",37,46,3.7
10148,4,20,1985,12,"DO","F",36,63,3.6
10149,4,20,1985,14,"DM","F",34,47,3.4
10150,4,20,1985,18,"DM","F",37,36,3.7
10151,4,20,1985,6,"DM","F",35,25,3.5
10152,4,20,1985,18,"DM","F",35,51,3.5
10153,4,20,1985,24,"AH","",NA,NA,NA
10154,4,20,1985,21,"DM","F",34,35,3.4
10155,4,20,1985,20,"DO","M",35,46,3.5
10156,4,20,1985,14,"SS","",NA,NA,NA
10157,4,20,1985,22,"DM","F",36,50,3.6
10158,4,20,1985,20,"DS","F",49,127,4.9
10159,4,20,1985,14,"DM","M",37,52,3.7
10160,4,20,1985,12,"DO","M",36,55,3.6
10161,4,20,1985,18,"DM","F",36,45,3.6
10162,4,20,1985,6,"DM","F",34,41,3.4
10163,4,20,1985,22,"PP","M",21,14,2.1
10164,4,20,1985,20,"DM","M",37,38,3.7
10165,4,20,1985,12,"DM","F",35,48,3.5
10166,4,20,1985,18,"DM","M",36,49,3.6
10167,4,20,1985,6,"DS","M",50,128,5
10168,4,20,1985,22,"DO","M",34,45,3.4
10169,4,20,1985,22,"DM","F",37,37,3.7
10170,4,20,1985,6,"DM","M",35,43,3.5
10171,4,20,1985,20,"DM","M",33,39,3.3
10172,4,20,1985,12,"DO","M",33,44,3.3
10173,4,20,1985,24,"NL","M",30,138,3
10174,4,20,1985,12,"DM","F",36,43,3.6
10175,4,20,1985,14,"OL","F",22,39,2.2
10176,4,20,1985,6,"PP","F",21,16,2.1
10177,4,20,1985,22,"DM","F",37,51,3.7
10178,4,20,1985,14,"DM","M",37,47,3.7
10179,4,20,1985,24,"DM","M",37,43,3.7
10180,4,20,1985,6,"DM","M",38,49,3.8
10181,4,20,1985,17,"PM","M",20,16,2
10182,4,20,1985,24,"PM","M",20,21,2
10183,4,20,1985,20,"DM","F",37,48,3.7
10184,4,20,1985,24,"DM","F",34,33,3.4
10185,4,20,1985,6,"DO","F",34,31,3.4
10186,4,20,1985,24,"PE","M",20,21,2
10187,4,20,1985,14,"PM","M",21,24,2.1
10188,4,20,1985,19,"DM","M",38,50,3.8
10189,4,20,1985,18,"OL","F",21,35,2.1
10190,4,20,1985,12,"DM","M",39,46,3.9
10191,4,20,1985,22,"DM","M",NA,NA,NA
10192,4,20,1985,24,"DM","M",37,46,3.7
10193,4,20,1985,12,"DO","M",32,49,3.2
10194,4,20,1985,22,"OT","M",19,29,1.9
10195,4,20,1985,18,"DM","F",35,46,3.5
10196,4,20,1985,22,"DM","F",36,50,3.6
10197,4,20,1985,17,"DM","M",35,42,3.5
10198,4,20,1985,6,"DS","M",48,134,4.8
10199,4,20,1985,12,"OT","M",20,20,2
10200,4,20,1985,18,"DM","F",35,43,3.5
10201,4,20,1985,22,"DM","M",37,48,3.7
10202,4,20,1985,18,"DM","M",36,47,3.6
10203,4,20,1985,24,"DM","M",36,45,3.6
10204,4,20,1985,22,"DM","M",37,47,3.7
10205,4,20,1985,18,"DO","M",37,60,3.7
10206,4,20,1985,19,"DM","M",37,47,3.7
10207,4,20,1985,18,"OL","M",20,29,2
10208,4,20,1985,24,"DM","F",38,51,3.8
10209,4,20,1985,6,"DO","M",33,55,3.3
10210,4,20,1985,14,"DM","F",36,49,3.6
10211,4,20,1985,18,"DM","F",36,31,3.6
10212,4,20,1985,12,"DO","F",34,59,3.4
10213,4,20,1985,20,"DM","M",36,46,3.6
10214,4,20,1985,6,"DO","M",36,53,3.6
10215,4,20,1985,12,"DM","M",35,41,3.5
10216,4,20,1985,22,"PE","M",19,15,1.9
10217,4,20,1985,20,"DM","F",35,52,3.5
10218,4,20,1985,14,"DO","F",35,54,3.5
10219,4,20,1985,6,"OL","F",22,37,2.2
10220,4,20,1985,21,"PM","F",21,27,2.1
10221,4,20,1985,24,"DM","F",37,44,3.7
10222,4,20,1985,22,"DM","M",36,42,3.6
10223,4,20,1985,20,"DM","F",36,48,3.6
10224,4,20,1985,14,"DM","F",36,47,3.6
10225,4,20,1985,17,"DO","F",35,38,3.5
10226,4,20,1985,18,"DM","M",36,45,3.6
10227,4,20,1985,6,"DO","M",36,60,3.6
10228,4,20,1985,20,"DM","M",34,39,3.4
10229,4,20,1985,14,"OL","M",20,28,2
10230,4,20,1985,24,"DM","M",35,43,3.5
10231,4,20,1985,6,"SS","",NA,NA,NA
10232,4,20,1985,12,"OL","M",20,24,2
10233,4,20,1985,22,"DM","M",35,39,3.5
10234,4,20,1985,20,"DM","M",38,50,3.8
